         342.87,         344.98,         342.77,         343.82,   158460000.00
         343.82,         352.31,         343.82,         352.00,   234040000.00
         352.00,         358.41,         351.95,         354.75,   225410000.00
         354.75,         355.09,         352.84,         354.28,   165730000.00
         354.27,         354.68,         351.95,         354.00,   159810000.00
         354.00,         356.92,         354.00,         354.47,   164770000.00
         354.47,         354.64,         352.52,         354.64,   162520000.00
         354.64,         359.07,         353.78,         358.00,   166280000.00
         358.00,         360.50,         356.09,         358.43,   203350000.00
         358.43,         359.29,         356.99,         359.29,   172330000.00
         359.29,         359.56,         357.87,         358.41,   155140000.00
         354.58,         354.58,         354.58,         354.58,           0.00
         354.58,         354.58,         354.58,         354.58,           0.00
         354.58,         360.65,         354.55,         360.65,   137410000.00
         360.65,         362.26,         360.00,         360.86,   199540000.00
         360.86,         361.84,         360.23,         361.23,   165690000.00
         361.26,         363.52,         361.21,         363.16,   187860000.00
         363.16,         367.85,         362.43,         367.40,   175520000.00
         367.40,         368.78,         365.49,         366.64,   199720000.00
         366.64,         366.64,         364.42,         364.96,   164030000.00
         365.92,         365.92,         361.60,         363.15,   160360000.00
         363.15,         363.49,         357.68,         358.71,   142600000.00
         358.71,         361.63,         357.70,         361.63,   119550000.00
         361.63,         367.27,         361.15,         366.25,   157100000.00
         366.25,         367.09,         364.51,         364.90,   158910000.00
         364.90,         364.90,         361.64,         362.90,   135770000.00
         362.89,         363.14,         360.71,         362.91,   205130000.00
         362.91,         362.91,         356.88,         356.88,   133470000.00
         356.88,         358.90,         356.18,         358.47,   134930000.00
         358.47,         359.91,         357.00,         359.10,   137420000.00
         359.10,         360.88,         357.63,         360.47,   138570000.00
         360.52,         363.20,         355.31,         355.43,   172570000.00
         355.42,         356.41,         351.91,         352.31,   133100000.00
         352.32,         356.09,         351.85,         352.06,   141420000.00
         352.06,         355.89,         351.23,         355.14,   146620000.00
         355.16,         357.63,         355.16,         357.63,   136120000.00
         357.64,         359.09,         357.30,         358.02,   145510000.00
         358.02,         359.58,         357.54,         359.54,   130200000.00
         360.16,         360.16,         360.16,         360.16,           0.00
         360.16,         360.16,         360.16,         360.16,           0.00
         360.16,         360.16,         354.86,         355.68,   128320000.00
         355.69,         359.02,         354.64,         358.42,   111730000.00
         358.42,         360.05,         358.11,         359.52,   119390000.00
         359.52,         359.74,         356.41,         356.49,   147630000.00
         356.49,         361.23,         356.49,         361.23,   162220000.00
         361.23,         365.46,         360.57,         365.44,   213180000.00
         365.45,         369.68,         365.45,         367.31,   215600000.00
         367.31,         369.78,         367.31,         368.95,   149430000.00
         368.95,         369.40,         364.99,         367.52,   176790000.00
         367.52,         367.52,         362.95,         364.22,   168760000.00
         364.22,         365.32,         361.29,         365.32,   161990000.00
         365.32,         366.64,         361.58,         361.61,   177810000.00
         361.61,         361.61,         350.09,         355.31,   209030000.00
         355.31,         356.09,         351.46,         355.79,   181920000.00
         355.79,         357.52,         354.80,         357.09,   163530000.00
         357.09,         357.47,         353.95,         355.91,   155040000.00
         355.90,         355.94,         352.14,         353.44,   149070000.00
         353.44,         355.55,         351.15,         355.55,   146470000.00
         355.55,         357.54,         353.91,         356.15,   175380000.00
         356.15,         357.35,         353.82,         355.52,   178260000.00
         355.52,         355.52,         349.73,         351.48,   253090000.00
         351.48,         351.48,         338.20,         344.86,   295880000.00
         344.86,         344.86,         333.27,         334.43,   240400000.00
         334.43,         338.63,         332.22,         334.83,   231580000.00
         334.83,         339.21,         334.83,         338.35,   190400000.00
         338.35,         340.56,         337.56,         339.94,   155810000.00
         339.90,         339.90,         334.22,         335.52,   145340000.00
         335.39,         338.88,         332.02,         338.84,   122820000.00
         338.84,         340.96,         337.19,         339.39,   130320000.00
         339.39,         341.92,         339.38,         340.06,   136710000.00
         340.06,         340.06,         332.39,         332.39,   138850000.00
         332.36,         332.36,         324.63,         327.83,   212560000.00
         327.83,         329.90,         327.07,         328.51,   129630000.00
         328.51,         328.51,         318.78,         321.86,   194630000.00
         321.86,         324.15,         316.55,         316.55,   175550000.00
         316.55,         316.55,         306.56,         307.06,   250440000.00
         307.06,         311.65,         306.18,         311.51,   199040000.00
         311.55,         323.11,         311.55,         321.44,   160150000.00
         321.44,         322.20,         320.25,         321.34,   127660000.00
         321.34,         325.83,         320.87,         324.19,   134240000.00
         324.19,         324.57,         317.82,         318.71,   120890000.00
         322.56,         322.56,         322.56,         322.56,           0.00
         322.56,         322.56,         322.56,         322.56,           0.00
         322.56,         323.09,         319.11,         323.09,    92940000.00
         323.09,         324.52,         320.99,         324.39,   120610000.00
         324.39,         324.39,         319.37,         320.46,   125620000.00
         320.46,         324.18,         319.71,         323.40,   123800000.00
         323.42,         326.53,         320.31,         321.63,   119730000.00
         321.63,         322.18,         319.60,         321.04,   113220000.00
         321.04,         322.55,         319.60,         322.54,   129890000.00
         322.51,         322.51,         318.02,         318.65,   123390000.00
         318.65,         318.65,         314.76,         316.83,   133390000.00
         316.83,         318.05,         315.21,         317.77,   110600000.00
         317.77,         318.85,         314.27,         318.60,   141130000.00
         318.60,         319.35,         316.25,         316.60,   147530000.00
         316.60,         316.60,         310.55,         311.48,   145100000.00
         311.53,         312.17,         307.98,         311.32,   201050000.00
         311.30,         311.30,         303.58,         304.59,   164070000.00
         305.46,         308.27,         304.23,         308.26,   155940000.00
         308.26,         308.28,         303.05,         305.06,   155570000.00
         305.06,         307.47,         299.10,         300.97,   182690000.00
         300.97,         306.05,         295.98,         306.05,   201010000.00
         306.10,         314.94,         306.10,         314.94,   202210000.00
         314.94,         319.69,         314.94,         315.21,   188360000.00
         315.21,         316.26,         310.70,         311.40,   135490000.00
         311.40,         313.40,         308.59,         312.69,   145410000.00
         312.69,         314.79,         305.76,         311.50,   153380000.00
         311.50,         315.03,         311.50,         313.48,    99470000.00
         313.46,         313.46,         305.09,         305.10,   145610000.00
         305.09,         306.43,         299.21,         300.39,   169190000.00
         300.39,         301.45,         294.51,         295.46,   180060000.00
         295.45,         301.68,         295.22,         300.03,   187940000.00
         300.03,         304.79,         296.41,         303.23,   164980000.00
         303.23,         304.34,         298.12,         298.92,   149570000.00
         298.92,         301.50,         297.79,         298.76,   161260000.00
         298.75,         305.74,         298.75,         305.74,   204110000.00
         305.74,         312.48,         305.74,         312.48,   221480000.00
         312.48,         315.83,         310.47,         314.76,   152650000.00
         314.76,         315.06,         312.06,         312.36,   146300000.00
         312.36,         313.51,         310.74,         312.60,   149290000.00
         312.60,         313.71,         309.70,         310.17,   141460000.00
         310.17,         310.17,         304.71,         304.71,   130190000.00
         304.74,         307.41,         300.69,         301.88,   133980000.00
         301.88,         304.36,         299.44,         304.06,   153450000.00
         304.06,         305.70,         302.33,         304.00,   156060000.00
         303.99,         307.27,         301.61,         307.02,   159270000.00
         307.02,         311.94,         306.88,         311.85,   168700000.00
         311.85,         314.61,         311.41,         314.59,   147510000.00
         314.59,         314.76,         311.43,         311.62,   142660000.00
         311.62,         311.62,         305.79,         306.01,   149130000.00
         306.01,         309.77,         305.03,         307.61,   155570000.00
         307.61,         313.78,         307.61,         313.74,   145160000.00
         313.74,         319.77,         313.73,         319.48,   161390000.00
         319.48,         319.48,         317.26,         317.67,   160240000.00
         317.66,         321.70,         317.23,         320.40,   179310000.00
         320.40,         320.40,         316.13,         317.02,   151370000.00
         317.02,         318.80,         314.99,         317.12,   165440000.00
         317.15,         319.39,         317.15,         319.34,   140950000.00
         319.34,         319.34,         315.31,         315.31,   161170000.00
         316.03,         316.03,         316.03,         316.03,           0.00
         316.03,         316.03,         316.03,         316.03,           0.00
         316.03,         317.30,         315.06,         315.10,    63350000.00
         315.08,         316.51,         311.48,         316.51,   131540000.00
         316.51,         318.69,         315.80,         318.10,   147590000.00
         318.11,         319.96,         317.62,         317.95,   145490000.00
         317.95,         317.95,         315.03,         316.42,   140920000.00
         316.42,         323.02,         315.42,         322.22,   192350000.00
         322.23,         324.90,         322.23,         324.10,   177000000.00
         324.11,         326.77,         321.97,         326.35,   185820000.00
         326.36,         329.92,         325.66,         329.92,   205820000.00
         329.94,         333.98,         328.37,         329.07,   256380000.00
         329.09,         329.39,         326.39,         327.75,   164950000.00
         327.75,         328.97,         326.15,         328.89,   138650000.00
         328.88,         328.88,         325.65,         326.44,   145330000.00
         326.44,         330.36,         326.44,         330.19,   182270000.00
         330.14,         330.58,         328.77,         329.34,   162110000.00
         329.34,         329.34,         325.16,         326.82,   151010000.00
         326.82,         326.82,         324.46,         326.02,   118560000.00
         326.02,         330.43,         325.75,         330.05,   176460000.00
         330.04,         330.80,         329.39,         330.20,   180380000.00
         330.20,         330.74,         326.94,         330.12,   174700000.00
         330.12,         332.47,         330.12,         331.75,   233400000.00
         329.90,         329.90,         329.90,         329.90,           0.00
         329.90,         329.90,         329.90,         329.90,           0.00
         329.89,         331.69,         329.89,         330.85,    78730000.00
         330.85,         331.04,         328.23,         328.29,   102900000.00
         328.29,         328.72,         327.24,         328.72,   111030000.00
         330.22,         330.22,         330.22,         330.22,           0.00
         330.22,         330.22,         330.22,         330.22,           0.00
         330.20,         330.75,         326.45,         326.45,   126280000.00
         326.46,         326.53,         321.90,         321.91,   141450000.00
         321.91,         322.35,         318.87,         321.00,   140820000.00
         320.97,         320.97,         315.44,         315.44,   130610000.00
         315.44,         316.97,         313.79,         314.90,   143390000.00
         314.90,         320.73,         310.93,         311.49,   191100000.00
         311.51,         314.77,         311.51,         314.53,   124510000.00
         314.53,         315.24,         313.59,         315.23,   123050000.00
         315.23,         315.23,         309.35,         312.49,   120830000.00
         312.49,         313.73,         311.84,         313.73,   110000000.00
         313.73,         316.94,         312.94,         316.17,   134560000.00
         316.25,         327.97,         316.25,         327.97,   319080000.00
         327.93,         332.23,         327.08,         332.23,   226770000.00
         332.23,         332.23,         328.87,         331.06,   136290000.00
         331.06,         331.26,         327.83,         328.31,   177060000.00
         328.30,         331.04,         327.93,         330.21,   168620000.00
         330.21,         335.83,         330.19,         334.78,   223150000.00
         334.78,         336.92,         334.20,         336.07,   194350000.00
         336.06,         337.41,         335.81,         336.03,   141270000.00
         336.03,         336.03,         334.26,         335.84,   155740000.00
         335.80,         340.91,         335.71,         340.91,   226790000.00
         340.92,         343.93,         340.47,         343.93,   204520000.00
         343.91,         344.90,         340.37,         343.05,   246670000.00
         343.05,         348.71,         342.96,         348.34,   250750000.00
         348.34,         351.84,         347.21,         351.26,   290570000.00
         351.26,         358.07,         349.58,         358.07,   276940000.00
         358.07,         363.43,         355.53,         356.52,   292190000.00
         356.52,         359.35,         356.02,         359.35,   187830000.00
         359.36,         368.58,         359.32,         368.58,   265350000.00
         368.58,         370.54,         365.50,         365.50,   256160000.00
         365.50,         369.49,         364.64,         369.02,   209960000.00
         369.02,         370.26,         362.77,         364.22,   230750000.00
         369.06,         369.06,         369.06,         369.06,           0.00
         369.06,         369.06,         369.06,         369.06,           0.00
         369.06,         370.11,         367.05,         369.39,   189900000.00
         369.37,         369.37,         364.38,         365.14,   185680000.00
         365.14,         366.79,         364.50,         364.97,   180770000.00
         364.97,         370.96,         364.23,         365.65,   218760000.00
         365.65,         370.19,         365.16,         367.26,   193820000.00
         367.26,         367.26,         362.19,         362.81,   164170000.00
         362.81,         368.38,         362.81,         367.74,   211410000.00
         367.73,         369.91,         365.95,         367.07,   223010000.00
         367.07,         370.47,         363.73,         370.47,   221510000.00
         370.47,         371.99,         369.07,         369.33,   199830000.00
         369.33,         377.89,         369.33,         376.72,   253700000.00
         376.72,         379.66,         375.02,         376.17,   262290000.00
         376.16,         377.49,         375.58,         375.91,   197060000.00
         375.91,         378.69,         374.43,         374.95,   206850000.00
         374.94,         375.10,         372.52,         372.96,   161600000.00
         372.96,         374.35,         369.55,         370.03,   176440000.00
         370.03,         374.65,         370.03,         374.57,   176000000.00
         374.59,         378.28,         371.76,         373.50,   232070000.00
         373.50,         374.58,         370.21,         373.59,   237650000.00
         373.59,         374.09,         369.46,         372.11,   163100000.00
         372.11,         372.11,         366.54,         366.59,   177070000.00
         366.59,         368.85,         365.80,         367.92,   196810000.00
         367.94,         371.01,         366.51,         366.58,   199830000.00
         366.58,         368.22,         365.58,         367.48,   160890000.00
         367.48,         371.31,         367.46,         369.83,   153920000.00
         369.83,         376.30,         369.37,         376.30,   198720000.00
         376.28,         378.48,         374.73,         375.35,   201830000.00
         375.22,         375.22,         375.22,         375.22,           0.00
         375.22,         375.22,         375.22,         375.22,           0.00
         375.22,         375.22,         370.27,         371.30,   144010000.00
         371.30,         379.50,         371.30,         379.50,   189530000.00
         379.50,         381.56,         378.49,         378.94,   213720000.00
         378.94,         381.88,         377.05,         379.77,   198120000.00
         379.78,         381.12,         374.15,         375.36,   187410000.00
         375.35,         378.76,         374.69,         378.66,   138580000.00
         378.65,         379.02,         373.11,         373.56,   169940000.00
         373.57,         374.83,         371.21,         373.15,   167940000.00
         373.15,         379.53,         373.15,         377.63,   196570000.00
         377.65,         381.07,         376.89,         380.40,   198610000.00
         380.40,         382.32,         378.78,         381.19,   161800000.00
         381.19,         387.62,         379.64,         387.62,   214480000.00
         387.62,         391.26,         387.30,         390.45,   246930000.00
         390.45,         390.97,         388.13,         388.46,   217410000.00
         388.46,         388.46,         383.90,         384.20,   195520000.00
         384.19,         384.19,         380.16,         380.95,   164410000.00
         380.95,         383.55,         379.67,         381.76,   167840000.00
         381.76,         383.02,         379.99,         382.76,   166800000.00
         382.89,         382.89,         378.43,         379.25,   166940000.00
         379.25,         380.11,         376.77,         379.02,   154550000.00
         379.01,         380.96,         373.66,         373.66,   149860000.00
         373.66,         377.86,         373.01,         375.34,   206230000.00
         375.35,         380.46,         375.27,         380.29,   181900000.00
         380.29,         382.14,         379.82,         380.52,   187090000.00
         380.52,         381.00,         378.82,         380.80,   158150000.00
         380.78,         380.78,         377.86,         380.08,   129110000.00
         380.08,         380.91,         377.31,         377.32,   153290000.00
         377.33,         379.26,         376.21,         378.51,   157240000.00
         378.51,         383.56,         378.51,         383.25,   180460000.00
         383.26,         383.91,         375.61,         375.74,   172730000.00
         375.74,         377.02,         374.62,         376.76,   129620000.00
         375.51,         375.53,         370.82,         371.62,   207890000.00
         371.55,         372.47,         365.83,         368.57,   193110000.00
         368.57,         372.51,         368.57,         372.19,   154460000.00
         372.19,         373.01,         369.44,         372.39,   174210000.00
         372.39,         373.65,         371.26,         372.28,   109510000.00
         372.28,         376.66,         372.28,         375.35,   176620000.00
         375.35,         376.50,         374.40,         376.19,   159310000.00
         376.19,         378.07,         373.55,         374.96,   173080000.00
         377.49,         377.49,         377.49,         377.49,           0.00
         377.49,         377.49,         377.49,         377.49,           0.00
         377.49,         382.10,         377.12,         381.94,   162350000.00
         381.94,         383.66,         381.37,         382.79,   188450000.00
         382.79,         388.17,         382.50,         386.96,   234440000.00
         386.96,         389.85,         385.01,         389.83,   232040000.00
         389.81,         389.81,         386.97,         388.06,   173990000.00
         388.06,         388.06,         385.14,         387.74,   180450000.00
         387.74,         388.23,         384.45,         385.09,   186560000.00
         385.10,         385.85,         383.13,         383.63,   168260000.00
         383.63,         383.63,         378.76,         379.43,   169570000.00
         379.43,         379.75,         377.95,         378.57,   127720000.00
         378.57,         381.63,         378.57,         381.05,   161610000.00
         381.05,         381.05,         374.46,         376.65,   166140000.00
         376.65,         377.90,         376.08,         377.63,   145650000.00
         377.63,         382.30,         377.63,         382.29,   167950000.00
         382.30,         382.31,         380.13,         380.13,   134230000.00
         380.13,         381.83,         377.99,         378.59,   155200000.00
         378.57,         378.57,         374.36,         375.09,   156440000.00
         375.09,         376.29,         373.87,         375.42,   163980000.00
         375.42,         377.75,         375.33,         377.75,   193310000.00
         377.74,         377.74,         370.73,         370.94,   137940000.00
         370.94,         372.62,         369.56,         370.65,   155710000.00
         370.65,         372.73,         368.34,         371.59,   187170000.00
         371.59,         374.40,         371.59,         374.40,   163080000.00
         374.40,         374.40,         367.98,         371.16,   163770000.00
         371.18,         377.92,         371.18,         377.92,   167480000.00
         377.92,         377.93,         376.62,         377.47,   157290000.00
         373.33,         373.33,         373.33,         373.33,           0.00
         373.33,         373.33,         373.33,         373.33,           0.00
         373.34,         375.51,         372.17,         374.08,    69910000.00
         374.09,         377.94,         370.92,         377.94,   138330000.00
         377.94,         378.58,         375.37,         376.11,   151820000.00
         376.11,         380.35,         375.20,         375.74,   178290000.00
         375.73,         377.68,         375.51,         376.97,   157930000.00
         376.97,         381.41,         375.79,         380.25,   174770000.00
         380.28,         383.00,         380.24,         382.39,   161750000.00
         382.39,         382.94,         380.80,         381.54,   182990000.00
         381.50,         382.86,         381.13,         381.18,   195460000.00
         381.18,         385.37,         381.18,         385.37,   200930000.00
         385.38,         385.83,         383.65,         384.22,   190700000.00
         384.21,         384.55,         381.84,         382.88,   149050000.00
         382.88,         384.86,         379.39,         379.42,   160190000.00
         379.42,         380.46,         378.29,         378.64,   158700000.00
         378.64,         381.13,         378.15,         380.96,   145800000.00
         380.96,         381.76,         379.81,         380.93,   127760000.00
         380.93,         383.15,         380.45,         383.15,   136000000.00
         383.15,         386.92,         383.15,         386.69,   169010000.00
         386.69,         387.81,         386.19,         387.81,   166830000.00
         387.81,         387.95,         386.48,         387.12,   170610000.00
         387.12,         389.56,         386.05,         387.18,   162270000.00
         387.17,         387.17,         384.48,         385.06,   128050000.00
         385.06,         390.80,         384.29,         390.62,   174460000.00
         390.62,         391.59,         389.86,         390.56,   172220000.00
         390.56,         391.80,         388.15,         389.32,   163890000.00
         389.32,         389.89,         387.04,         387.12,   143740000.00
         387.11,         388.17,         385.90,         388.02,   145440000.00
         388.02,         392.12,         388.02,         389.62,   212760000.00
         389.62,         391.85,         389.13,         389.90,   124230000.00
         389.91,         391.92,         389.29,         389.33,   174690000.00
         389.33,         390.41,         383.16,         385.58,   189480000.00
         385.58,         385.58,         374.09,         376.47,   230350000.00
         376.47,         380.35,         376.47,         379.43,   184260000.00
         379.55,         390.59,         379.55,         390.59,   232690000.00
         390.59,         391.98,         390.21,         391.33,   173090000.00
         391.33,         395.34,         390.69,         394.17,   188870000.00
         394.17,         394.39,         392.75,         393.85,   130570000.00
         393.85,         393.87,         391.77,         393.06,   144670000.00
         393.06,         396.64,         393.05,         396.64,   169890000.00
         396.65,         396.82,         395.14,         396.47,   154150000.00
         395.43,         395.43,         395.43,         395.43,           0.00
         395.43,         395.43,         395.43,         395.43,           0.00
         395.43,         397.62,         392.10,         392.15,   153600000.00
         392.15,         392.62,         388.68,         389.97,   157520000.00
         389.97,         390.97,         388.49,         389.14,   162380000.00
         389.14,         390.71,         387.36,         389.10,   166560000.00
         389.11,         389.34,         387.88,         388.57,   115100000.00
         388.57,         388.63,         383.78,         384.56,   143390000.00
         384.56,         385.60,         383.59,         385.09,   148000000.00
         385.09,         387.34,         385.09,         387.34,   160420000.00
         387.16,         387.95,         382.85,         383.59,   169630000.00
         383.59,         385.79,         382.77,         385.78,   172560000.00
         385.78,         387.13,         384.97,         385.50,   168340000.00
         385.49,         386.94,         384.28,         386.94,   141340000.00
         386.94,         389.42,         386.27,         387.56,   211010000.00
         387.56,         388.82,         386.49,         387.92,   254520000.00
         387.90,         388.55,         385.76,         385.92,   145940000.00
         385.92,         388.13,         384.46,         387.71,   170350000.00
         387.72,         388.25,         385.99,         386.88,   153910000.00
         386.87,         388.39,         385.30,         386.49,   158980000.00
         386.49,         389.09,         384.87,         385.90,   160660000.00
         385.91,         388.29,         384.32,         387.86,   146780000.00
         387.86,         389.56,         387.86,         389.20,   163570000.00
         389.20,         390.03,         387.62,         388.26,   166380000.00
         388.23,         388.23,         384.47,         384.47,   174360000.00
         384.47,         385.19,         381.24,         381.25,   164000000.00
         381.22,         381.27,         379.07,         379.50,   148430000.00
         379.50,         381.23,         379.18,         380.67,   177120000.00
         380.57,         380.57,         376.35,         376.80,   186710000.00
         376.80,         380.55,         376.11,         380.55,   164240000.00
         380.55,         381.46,         379.90,         381.45,   148850000.00
         381.45,         386.47,         381.45,         386.47,   130120000.00
         386.47,         391.50,         385.95,         391.01,   213540000.00
         391.01,         393.29,         390.14,         392.80,   225380000.00
         392.79,         393.81,         390.32,         391.92,   206030000.00
         391.92,         392.80,         391.77,         392.50,   204090000.00
         392.49,         392.49,         388.96,         390.02,   154140000.00
         390.02,         391.20,         387.40,         387.83,   194160000.00
         387.83,         389.08,         386.52,         387.94,   185390000.00
         387.94,         388.32,         383.45,         385.07,   179040000.00
         385.07,         386.13,         382.97,         384.20,   167310000.00
         384.20,         389.52,         384.20,         389.52,   161630000.00
         389.52,         391.70,         386.88,         391.48,   192810000.00
         391.48,         393.11,         390.78,         392.96,   195400000.00
         392.96,         392.96,         391.58,         392.45,   179680000.00
         392.46,         395.10,         389.67,         391.32,   205780000.00
         391.29,         391.29,         388.09,         390.28,   155660000.00
         390.28,         392.17,         388.19,         388.71,   172090000.00
         388.71,         389.97,         387.58,         389.97,   167440000.00
         389.97,         393.72,         389.97,         393.72,   205480000.00
         393.72,         396.43,         392.42,         392.89,   183260000.00
         392.90,         393.57,         392.32,         393.12,   128920000.00
         393.12,         397.13,         393.12,         396.74,   198610000.00
         396.74,         397.42,         394.01,         397.41,   184480000.00
         397.41,         398.22,         395.85,         397.15,   200030000.00
         397.15,         397.16,         382.62,         382.62,   239690000.00
         382.62,         385.40,         379.70,         385.24,   241940000.00
         385.24,         385.24,         374.90,         379.42,   243880000.00
         379.42,         381.51,         377.84,         378.53,   192760000.00
         378.53,         381.12,         377.41,         380.06,   195130000.00
         380.05,         380.05,         374.52,         376.14,   188240000.00
         376.14,         377.07,         374.00,         375.34,   175870000.00
         375.34,         378.29,         371.63,         377.96,   213810000.00
         376.55,         376.55,         376.55,         376.55,           0.00
         376.55,         376.55,         376.55,         376.55,           0.00
         376.55,         376.55,         374.65,         375.22,    76830000.00
         375.11,         381.40,         371.36,         381.40,   188410000.00
         381.40,         381.48,         379.92,         380.96,   187230000.00
         380.96,         381.51,         378.07,         380.07,   187960000.00
         380.07,         380.07,         376.58,         377.39,   166350000.00
         377.39,         382.39,         375.41,         379.10,   199160000.00
         379.09,         381.42,         377.67,         378.26,   174760000.00
         378.26,         379.57,         376.64,         377.90,   192920000.00
         377.90,         379.42,         374.78,         377.70,   207430000.00
         377.70,         381.62,         377.70,         381.55,   192950000.00
         381.55,         385.04,         381.55,         384.47,   194470000.00
         384.48,         385.84,         384.37,         384.46,   173080000.00
         384.46,         385.05,         382.60,         382.74,   191310000.00
         382.74,         383.51,         380.88,         383.48,   192410000.00
         383.46,         383.46,         380.64,         382.52,   199330000.00
         382.52,         388.24,         382.52,         387.04,   316140000.00
         387.05,         397.44,         386.96,         396.82,   228900000.00
         399.33,         399.33,         399.33,         399.33,           0.00
         399.33,         399.33,         399.33,         399.33,           0.00
         399.33,         404.92,         399.31,         404.84,   149230000.00
         404.84,         406.58,         404.59,         406.46,   157950000.00
